ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,Información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
wuf3Xrt7,,,,,13/11/2025 07:08,13/11/2025 07:11,,,10,,Negocios Internacionales,9° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
1eDtpx4O,,,,,15/11/2025 08:00,15/11/2025 08:03,,,10,,Arquitectura,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
qpDtG97O,,,,,12/11/2025 07:04,12/11/2025 07:06,,,10,,Derecho,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
FkM7p9I9,,,,,07/11/2025 18:00,07/11/2025 18:01,,,10,,Marketing,10° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
CtCIk3yD,,,,,24/10/2025 12:15,24/10/2025 12:17,,,10,,Comunicación,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,,,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
jwCIMnI1,,,,,10/11/2025 17:07,10/11/2025 17:09,,,10,,Administración,1° Ciclo,,,Muy satisfecho,Totalmente satisfecho,,Satisfecho,,Insatisfecho,No utilizo,Satisfecho,,,No utilizo,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No conozco,,,,Totalmente satisfecho,,
d3fGL8WU,,,,,10/11/2025 17:08,10/11/2025 17:15,,,10,,Negocios Internacionales,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,,Insatisfecho,Totalmente satisfecho,Satisfecho,,,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
wKD5eFwO,,,,,13/11/2025 15:06,13/11/2025 15:08,,,10,,Ingeniería Industrial,1° Ciclo,,,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
AZ4pnJh4,,,,,13/11/2025 15:12,13/11/2025 15:14,,,10,,Ingeniería Industrial,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
OGDzqBgF,,,,,13/11/2025 15:37,13/11/2025 15:40,,,10,,Ingeniería Industrial,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Insatisfecho,,Insatisfecho,No utilizo,Insatisfecho,,,Satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,,,Totalmente satisfecho,,
1T4flWu8,,,,,20/10/2025 16:32,20/10/2025 16:34,,,10,,Administración,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
6zDAT8Ur,,,,,27/10/2025 17:05,27/10/2025 17:07,,,10,,Ingeniería de Sistemas,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Satisfecho,,,,Totalmente satisfecho,,
kHDtQXqk,,,,,28/10/2025 18:26,28/10/2025 18:30,,,10,,Ingeniería Industrial,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,,Totalmente satisfecho,Satisfecho,No conozco,,,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,No conozco,,,,Totalmente satisfecho,,
n04s9GZ8,,,,,21/10/2025 20:13,21/10/2025 20:15,,,10,,Administración,3° Ciclo,Insatisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
GdDAgfeQ,,,,,30/10/2025 11:56,30/10/2025 11:59,,,10,,Negocios Internacionales,3° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,,,,Totalmente satisfecho,,
MoD5V2qz,,,,,13/11/2025 17:52,13/11/2025 17:55,,,10,,Derecho,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,No utilizo,Muy satisfecho,Muy satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
mGDzVzmG,,,,,20/10/2025 18:02,20/10/2025 18:06,,,10,,Economía,4° Ciclo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
YtMsSHNi,,,,,21/10/2025 12:15,21/10/2025 12:17,,,10,,Ingeniería Civil,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
5fD5LkTw,,,,,22/10/2025 16:49,22/10/2025 16:53,,,10,,Ingeniería Industrial,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
yVB1JkFl,,,,,27/10/2025 09:57,27/10/2025 09:59,,,10,,Economía,4° Ciclo,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,Totalmente satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
PAMgNqyC,,,,,31/10/2025 11:56,31/10/2025 11:59,,,10,,Ingeniería Industrial,4° Ciclo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
ldfyNIn9,,,,,03/11/2025 11:09,03/11/2025 11:12,,,10,,Arquitectura,4° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
zzD5Vp1O,,,,,03/11/2025 15:09,03/11/2025 15:11,,,10,,Administración,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Satisfecho,Satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
PICITbqX,,,,,15/11/2025 11:45,15/11/2025 11:47,,,10,,Arquitectura,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
wwDAr3Rf,,,,,18/11/2025 15:11,18/11/2025 15:14,,,10,,Administración,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
riDz8i1j,,,,,19/11/2025 11:51,19/11/2025 11:55,,,10,,Ingeniería de Sistemas,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
XlfR8Qdb,,,,,21/11/2025 10:36,21/11/2025 10:39,,,10,,Economía,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,No conozco,,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
5d4mq0Ac,,,,,21/10/2025 17:11,21/10/2025 17:12,,,10,,Ingeniería Industrial,5° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
sGDtHPbg,,,,,22/10/2025 16:51,22/10/2025 16:57,,,10,,Ingeniería Industrial,5° Ciclo,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,No conozco,Muy satisfecho,No utilizo,No conozco,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,,,,Totalmente satisfecho,,
t3CIEqik,,,,,27/10/2025 16:14,27/10/2025 16:17,,,10,,Ingeniería Industrial,5° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Insatisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
l0fwp9hl,,,,,24/10/2025 10:37,24/10/2025 10:42,,,10,,Derecho,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
7pCINyd5,,,,,12/11/2025 14:28,12/11/2025 14:32,,,10,,Psicología,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
jHD5jcpc,,,,,21/10/2025 18:32,21/10/2025 18:34,,,10,,Ingeniería Industrial,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
GMaxHmB0,,,,,22/10/2025 10:16,22/10/2025 10:18,,,10,,Comunicación,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
hLCIicce,,,,,24/10/2025 16:24,24/10/2025 16:28,,,10,,Ingeniería de Sistemas,6° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
LFMJg6r4,,,,,25/10/2025 11:45,25/10/2025 11:47,,,10,,Ingeniería de Sistemas,6° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
T6CI63gC,,,,,30/10/2025 13:03,30/10/2025 13:23,,,10,,Comunicación,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,No utilizo,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
Z74fnXJe,,,,,28/10/2025 18:09,28/10/2025 18:14,,,10,,Psicología,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No conozco,No utilizo,No utilizo,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
qB4vKLyv,,,,,24/10/2025 08:26,24/10/2025 08:29,,,10,,Economía,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,No conozco,Totalmente satisfecho,Insatisfecho,Satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
oPCItscq,,,,,27/10/2025 08:08,27/10/2025 08:12,,,10,,Comunicación,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
bZEKm7UT,,,,,21/10/2025 20:00,21/10/2025 20:03,,,10,,Derecho,8° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
ZWMofBrs,,,,,07/11/2025 14:44,07/11/2025 14:48,,,10,,Derecho,8° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
IRDtuT9p,,,,,29/10/2025 19:38,29/10/2025 19:40,,,10,,Derecho,9° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente insatisfecho,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
