ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,La información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
zBBBTINe,,,COMPLETED,,"may. 12, 2026 05:11:23 p. m.","may. 12, 2026 05:13:01 p. m.",1 min 38 secs ,Public collector,10,100,Derecho,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,No conozco,Totalmente satisfecho,Muy satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,No utilizo,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Insatisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,10 (Promoter),
sDjaC0vo,,,COMPLETED,,"may. 12, 2026 05:11:25 p. m.","may. 12, 2026 05:13:15 p. m.",1 min 50 secs ,Public collector,10,100,Psicología,6° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Muy satisfecho,No conozco,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
7zDBA0Kg,,,COMPLETED,,"may. 12, 2026 05:12:05 p. m.","may. 12, 2026 05:15:56 p. m.",3 mins 50 secs ,Public collector,9,100,Derecho,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
NUDFnvOQ,,,COMPLETED,,"may. 12, 2026 05:12:54 p. m.","may. 12, 2026 05:15:40 p. m.",2 mins 45 secs ,Public collector,9,100,Derecho,8° Ciclo,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Totalmente satisfecho,,,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
aHBhgArQ,,,COMPLETED,,"may. 12, 2026 05:14:16 p. m.","may. 12, 2026 05:20:37 p. m.",6 mins 21 secs ,Public collector,7,0,Psicología,6° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,7 (Passive),Porque es una buena universidad pero siento que falta mejorar ciertos criterios tanto académicos como referidos a los docentes y métodos de enseñanza
RdtL2W3Q,,,COMPLETED,,"may. 12, 2026 05:15:53 p. m.","may. 12, 2026 05:18:07 p. m.",2 mins 13 secs ,Public collector,9,100,Derecho,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
tQC2s0KG,,,COMPLETED,,"may. 12, 2026 05:19:55 p. m.","may. 12, 2026 05:22:28 p. m.",2 mins 32 secs ,Public collector,10,100,Derecho,8° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,No utilizo,Insatisfecho,No conozco,Totalmente insatisfecho,Totalmente insatisfecho,,,,Totalmente insatisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Satisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente satisfecho,10 (Promoter),
amDBulKO,,,COMPLETED,,"may. 12, 2026 05:21:06 p. m.","may. 12, 2026 05:23:36 p. m.",2 mins 29 secs ,Public collector,9,100,Derecho,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,,,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
h0BnEWYV,,,COMPLETED,,"may. 12, 2026 06:09:07 p. m.","may. 12, 2026 06:11:52 p. m.",2 mins 45 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
nmBhtrWm,,,COMPLETED,,"may. 12, 2026 06:09:12 p. m.","may. 12, 2026 06:13:46 p. m.",4 mins 34 secs ,Public collector,8,0,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,8 (Passive),Creo que puede mejorar con sus personales hay personas que son renegonas y no te explican bien cuando tienes alguna duda
zOBBCKby,,,COMPLETED,,"may. 12, 2026 06:09:14 p. m.","may. 12, 2026 06:12:10 p. m.",2 mins 55 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No conozco,No utilizo,No utilizo,No utilizo,Satisfecho,Insatisfecho,No utilizo,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
EPBRwp7V,,,COMPLETED,,"may. 12, 2026 06:09:15 p. m.","may. 12, 2026 06:13:48 p. m.",4 mins 32 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,No conozco,No conozco,No conozco,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,No utilizo,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
svBBgXme,,,COMPLETED,,"may. 12, 2026 06:09:15 p. m.","may. 12, 2026 06:12:29 p. m.",3 mins 13 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
ZqzhViMN,,,COMPLETED,,"may. 12, 2026 06:09:21 p. m.","may. 12, 2026 06:13:29 p. m.",4 mins 7 secs ,Public collector,10,100,Arquitectura,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,No conozco,No conozco,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,10 (Promoter),
fpDFJVCV,,,COMPLETED,,"may. 12, 2026 06:09:22 p. m.","may. 12, 2026 06:15:04 p. m.",5 mins 41 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,9 (Promoter),
hOjubPj3,,,COMPLETED,,"may. 12, 2026 06:09:24 p. m.","may. 12, 2026 06:15:39 p. m.",6 mins 15 secs ,Public collector,8,0,Arquitectura,10° Ciclo,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,8 (Passive),"El único problema es la sobrepoblacion qué se ha generado al avanzar los años y como la biblioteca no resuelve el problema, al tener tantos espacios de descanso no permite que su uso sea el correspondiente"
Trts3InK,,,COMPLETED,,"may. 12, 2026 06:09:28 p. m.","may. 12, 2026 06:12:51 p. m.",3 mins 22 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,No conozco,Satisfecho,No utilizo,Totalmente satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,Muy satisfecho,Satisfecho,Totalmente satisfecho,No utilizo,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
FPC2Bhf8,,,COMPLETED,,"may. 12, 2026 06:09:30 p. m.","may. 12, 2026 06:13:26 p. m.",3 mins 56 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,No conozco,No conozco,No conozco,No conozco,No conozco,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente insatisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
oKC52tl4,,,COMPLETED,,"may. 12, 2026 06:09:30 p. m.","may. 12, 2026 06:16:13 p. m.",6 mins 42 secs ,Public collector,8,0,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,8 (Passive),"Siento que para la carrera de arquitectura podrían implementar más recursos para los estudiantes, como corte láser dentro de la universidad, y en los temas de gráfica digital que debería ser algo que la universidad también enseñe."
noC290vq,,,COMPLETED,,"may. 12, 2026 06:09:31 p. m.","may. 12, 2026 06:15:04 p. m.",5 mins 33 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
zvBBm66p,,,COMPLETED,,"may. 12, 2026 06:09:33 p. m.","may. 12, 2026 06:14:16 p. m.",4 mins 42 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
7wBBlVIH,,,COMPLETED,,"may. 12, 2026 06:09:35 p. m.","may. 12, 2026 06:15:56 p. m.",6 mins 20 secs ,Public collector,8,0,Arquitectura,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Insatisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,8 (Passive),"Es buena en equipamiento y enseñanza, pero hay profesores que le falta con respecto a la enseñanza , estar cambiando la maya curricular afecta a alumnos q llevan tiempo estudiando."
9OBBek21,,,COMPLETED,,"may. 12, 2026 06:09:36 p. m.","may. 12, 2026 06:17:01 p. m.",7 mins 24 secs ,Public collector,10,100,Arquitectura,8° Ciclo,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
79thqTqZ,,,COMPLETED,,"may. 12, 2026 06:09:38 p. m.","may. 12, 2026 06:16:24 p. m.",6 mins 46 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Insatisfecho,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,No utilizo,Insatisfecho,Insatisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
WyCZwCvv,,,COMPLETED,,"may. 12, 2026 06:09:42 p. m.","may. 12, 2026 06:11:59 p. m.",2 mins 17 secs ,Public collector,10,100,Arquitectura,8° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
wcDBuD9D,,,COMPLETED,,"may. 12, 2026 06:09:42 p. m.","may. 12, 2026 06:13:40 p. m.",3 mins 58 secs ,Public collector,6,0,Arquitectura,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,6 (Detractor),Las razones estan en mis respuestas
1nBRRZUC,,,COMPLETED,,"may. 12, 2026 06:09:48 p. m.","may. 12, 2026 06:15:12 p. m.",5 mins 23 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
lTC5hbm6,,,COMPLETED,,"may. 12, 2026 06:09:59 p. m.","may. 12, 2026 06:15:41 p. m.",5 mins 41 secs ,Public collector,8,0,Arquitectura,9° Ciclo,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,8 (Passive),"Me gusta lo que ofrecen en la carrera; sin embargo, en arquitectura no tenemos espacios para realizar maquetas, son muy pocos salones. Además, los pocos que hay se encuentran en el sótano, sin ventilación ni luz."
oPjV4Ywl,,,COMPLETED,,"may. 12, 2026 06:10:37 p. m.","may. 12, 2026 06:15:47 p. m.",5 mins 9 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,No conozco,Satisfecho,No conozco,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
nHzd8H11,,,COMPLETED,,"may. 12, 2026 06:10:42 p. m.","may. 12, 2026 06:17:19 p. m.",6 mins 37 secs ,Public collector,7,0,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,No conozco,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,No utilizo,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,No conozco,Satisfecho,Satisfecho,Satisfecho,7 (Passive),Tiene buena infraestructura y cuenta con servicios técnologicos de alto nivel. Asimismo cuenta con áreas comunes amplias y cómodas
JgBhYPrv,,,COMPLETED,,"may. 12, 2026 06:10:53 p. m.","may. 12, 2026 06:15:32 p. m.",4 mins 39 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,No conozco,No utilizo,Satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,No conozco,No conozco,Muy satisfecho,Muy satisfecho,Satisfecho,9 (Promoter),
7mjijrQT,,,COMPLETED,,"may. 12, 2026 06:11:02 p. m.","may. 12, 2026 06:14:13 p. m.",3 mins 10 secs ,Public collector,9,100,Arquitectura,9° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
UQtv1039,,,COMPLETED,,"may. 12, 2026 06:12:22 p. m.","may. 12, 2026 06:14:33 p. m.",2 mins 10 secs ,Public collector,10,100,Arquitectura,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,10 (Promoter),
uRjI9ocA,,,COMPLETED,,"may. 12, 2026 08:25:20 p. m.","may. 12, 2026 08:28:56 p. m.",3 mins 35 secs ,Public collector,10,100,Economía,7° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
hbzb5Jl4,,,COMPLETED,,"may. 12, 2026 08:25:21 p. m.","may. 12, 2026 08:26:59 p. m.",1 min 38 secs ,Public collector,10,100,Economía,7° Ciclo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
MCBnmDtF,,,COMPLETED,,"may. 12, 2026 08:25:22 p. m.","may. 12, 2026 08:29:05 p. m.",3 mins 42 secs ,Public collector,3,0,Economía,8° Ciclo,Satisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente insatisfecho,No conozco,Insatisfecho,No conozco,Insatisfecho,Insatisfecho,No conozco,Satisfecho,No utilizo,No conozco,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,No utilizo,Insatisfecho,Insatisfecho,Satisfecho,3 (Detractor),….
vHBhFHwT,,,COMPLETED,,"may. 12, 2026 08:25:22 p. m.","may. 12, 2026 08:27:11 p. m.",1 min 48 secs ,Public collector,10,100,Economía,8° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
